Tweet,Sentiment
"['sadly', 'didnt', 'come', 'one']",0
"['cant', 'wait', 'see', 'boy', 'tomorrow']",2
"['ehhh', 'check', 'dentist', 'app', 'next', 'week', 'though', 'get', 'molar', 'pulledroot', 'canal']",1
"['aww', 'miss', 'drive', 'elmwood']",0
"['omg', 'wango', 'tango', 'awsome', 'love', 'baby', 'take']",2
"['version', 'live', 'interactive', 'transsiberian', 'ticket', 'planner', 'launch', 'cool']",2
"['really', 'wish', 'could', 'go']",2
"['yeah', 'real', 'hard', 'know', 'youll', 'get', 'smile']",1
"['im', 'december', 'thats', 'good', 'next', 'big', 'birthday', 'fly', 'sure']",0
"['make', 'night', 'way', 'funny']",2
"['woo', 'cavs', 'happy', 'mother', 'day']",2
"['make', 'face', 'get', 'home', 'mom', 'watch', 'soap']",1
"['go', 'work']",1
"['cant', 'believe', 'go', 'get', 'boba', 'without']",1
['today'],1
"['thanks', 'warm', 'welcome', 'didnt', 'make', 'plan', 'arrival', 'time', 'air']",2
"['day', 'count']",1
"['sorry', 'friend', 'im', 'swamp', 'deadline', 'right', 'family', 'visit', 'boot', 'charade']",0
['brainfreeze'],1
"['discover', 'shortcoming', 'gravity', 'use', 'twitpic', 'integrate', 'doesnt', 'subtract', 'pic', 'url', 'character', 'limit']",1
"['sunburn', 'peel']",0
"['perky', 'purple', 'nail', 'polish', 'isnt', 'perky', 'chipped']",1
"['put', 'camera', 'smoker', 'pit', 'longer', 'vandalize', 'door', 'without', 'catch']",1
"['lay', 'alone', 'since', 'mooks', 'soo', 'comfy', 'hi', 'fn', 'play', 'pen', 'think', 'ill', 'first', 'dont', 'one', 'cuddle']",0
"['hate', 'dentist']",0
"['nothing', 'aim', 'join', 'insorry']",0
"['im', 'take', 'twitter', 'break', 'cell', 'die']",0
"['qood', 'morninq']",1
"['write', 'english', 'original', 'writing', 'storyyyyy', 'listen', 'little', 'respect', 'erasure', 'aaaaaah']",1
"['need', 'follower']",1
"['wish', 'could', 'get', 'nail', 'stupid', 'job']",0
"['little', 'wormy', 'labyrinth', 'sadly', 'pass', 'away', 'today', 'ok', 'still', 'around', 'happy', 'ghost', 'form', 'aww']",1
"['pant', 'idea', 'could', 'new', 'attempt', 'worldwide', 'attract', 'business', 'back', 'airline']",1
"['good', 'one']",2
"['yep', 'infact', 'popular', 'miss', 'india', 'talented', 'film', 'actress', 'lot']",2
"['dosent', 'want', 'go', 'work', 'tomorrow']",0
"['daniel', 'win', 'dsds', 'hi', 'voice', 'great']",2
"['wish', 'birthday', 'massacre', 'would', 'come', 'australia', 'think', 'say', 'theyre', 'think', 'tho']",1
"['hop', 'go', 'red', 'lobster', 'weekend']",1
"['xatl', 'mean', 'jack', 'barakats', 'wow', 'ever', 'go', 'hi', 'house', 'hehe', 'mean', 'ur', 'ssoo', 'lucky', 'address']",2
"['sure', 'hope', 'become', 'afternoon']",2
"['mean', 'famous', 'congrats']",2
"['phone', 'pass', 'away', 'yesterday', 'jump', 'table', 'search', 'new', 'phone']",0
"['fantastic', 'friend', 'include', 'several', 'one', 'meet', 'thanks', 'life', 'amazing', 'people']",2
"['tamlyn', 'wish', 'cool', 'sock', 'draw']",2
"['rice', 'crusty', 'bread', 'chili', 'aawww']",1
"['like', 'mind', 'even', 'dear']",1
"['come', 'save', 'packing', 'please']",1
"['yes', 'love', 'tea', 'make', 'typically', 'english']",2
"['mouth', 'sure']",2
"['decde', 'finally', 'hour', 'history', 'pm', 'go', 'highschool', 'make', 'homework', 'friend']",1
"['pancake', 'lemon', 'sugar', 'thanks']",2
"['si', 'bueno', 'guess', 'dont', 'entertain']",0
"['im', 'hunrgy', 'right', 'heel', 'kill', 'hardly', 'walk']",0
"['electronic', 'key', 'stop', 'work', 'keyhole', 'cant', 'get', 'car', 'much', 'technology']",0
"['yay', 'three', 'follower', 'good', 'know', 'one', 'person', 'big', 'wide', 'world', 'like', 'fishies']",2
"['name', 'tony', 'hey', 'poor', 'tony']",0
['goodmorning'],2
"['take', 'shift', 'tomorrow', 'dont', 'really', 'feel', 'like', 'work', 'right']",0
"['love', 'mine', 'happy', 'motherã¯â¿â½s', 'day', 'mom', 'john', 'taylor', 'much', 'love']",2
"['saw', 'black', 'snake', 'garden', 'go', 'back', 'picture', 'go']",1
"['buy', 'ludi', 'rug', 'dog', 'best']",2
"['waterfront', 'anymore', 'faccia', 'luna', 'clarendon']",0
"['love', 'mum', 'much', 'happy', 'mother', 'day', 'wonderful', 'mother']",2
"['slip', 'catch', 'flu', 'feeling', 'like', 'poop']",0
"['urge', 'play', 'wow', 'wait', 'week', 'til', 'im', 'dad', 'day', 'til', 'mcfly', 'im', 'excite']",2
"['ok', 'passenger', 'one', 'alive', 'theyre', 'dead', 'dont', 'know', 'til', 'end', 'cry']",0
"['discover', 'share', 'reader', 'didnt', 'even', 'know', 'sigh', 'im', 'reader', 'newb']",1
"['chill', 'tonite', 'spew', 'venom', 'write', 'funny', 'seem', 'like', 'style']",1
"['please', 'pray', 'lord', 'know', 'need']",1
"['aaaaaw', 'want', 'live', 'usa']",1
"['morning', 'tweeple']",2
"['hey', 'didnt', 'get']",1
"['hour', 'sleep', 'rest', 'need']",2
"['make', 'day', 'much', 'well', 'rough', 'one', 'mention', 'love', 'new', 'photo']",1
"['dont', 'want', 'sit', 'home', 'prom', 'night', 'someone', 'hang']",0
"['head', 'home', 'foot', 'surgery', 'wish', 'boyfriend', 'come', 'cuddle']",2
"['concert', 'tonight', 'chackin', 'come', 'tomorrow']",1
"['happen', 'think', 'come', 'back', 'today']",1
"['lol', 'dammit', 'well', 'next', 'time']",0
"['lol', 'dont', 'ever', 'forget']",2
"['still', 'jealous']",0
"['forever', 'ethan', 'couldnt']",0
"['im', 'sad', 'im', 'give', 'firsti', 'didnt', 'nothing']",0
"['week', 'mine', 'easy', 'finally']",0
"['wow', 'beautiful', 'picture', 'wayi', 'straightjust', 'want', 'let', 'know', 'bella']",2
"['arch', 'draw', 'check', 'mvccs', 'cad', 'degree', 'look', 'good']",2
"['people', 'pencil', 'sharp', 'sharpen', 'pencil', 'philosophy']",1
"['go', 'home', 'im', 'usually', 'mr', 'positive', 'one', 'daze', 'well', 'min', 'tomorrow']",1
"['always', 'lee', 'let', 'go', 'paris']",1
"['know', 'want', 'come', 'keep', 'company', 'whilst', 'mum', 'friend', 'night', 'nice', 'evening']",2
"['cook', 'dad', 'lot', 'fun', 'kitchen', 'together']",2
"['bounce', 'rush', 'make', 'feel', 'nauseous']",0
"['woolsery', 'morning', 'hopefully', 'see', 'north', 'molton', 'u', 'clinch', 'north', 'devon', 'league', 'title', 'lovely', 'day']",2
"['play', 'singstar', 'without', 'fave', 'duetter']",0
"['youre', 'miss', 'bb', 'im', 'cereal', 'nut', 'think', 'like', 'every', 'kind', 'available']",2
"['thats', 'weird', 'oh', 'draw']",0
"['wake', 'mum', 'sing', 'new', 'gnr', 'cd', 'replacement', 'buy', 'im', 'good', 'daughter']",2
"['bird', 'oh', 'man', 'thats', 'cool', 'didnt', 'sleep', 'yet', 'night']",0
"['mile', 'go', 'thats', 'ok', 'u', 'radio', 'alwas', 'help']",2
"['street', 'fighter', 'iv', 'skill', 'lack', 'cant', 'beat', 'seth', 'easy']",0
"['fil', 'cool', 'people', 'like']",2
"['good', 'morning', 'work', 'espns', 'sunday', 'night', 'baseball', 'hopefully', 'wont', 'get', 'rain']",2
"['think', 'honeymoon', 'good', 'life', 'either', 'honey', 'moon', 'joseph', 'arthur']",1
"['son', 'get', 'stung', 'bug', 'first', 'time', 'hi', 'little', 'finger', 'slightly', 'swollen']",0
"['hour', 'ago', 'come', 'realise', 'go', 'buy', 'something', 'online']",1
"['oh', 'refer', 'lil', 'exchange', 'lj', 'regard', 'twitter', 'archive', 'posting']",1
"['bump', 'dj', 'opus', 'drunk', 'car', 'lmao', 'dont', 'act', 'like', 'dont', 'know']",0
"['kiss', 'foot', 'people', 'kick', 'anything', 'want', 'morning', 'everyone', 'hope', 'best', 'day', 'ever']",2
"['brief', 'preview', 'omg', 'james', 'creepy', 'role', 'im', 'scar']",0
"['im', 'miss', 'crab', 'leg', 'attend', 'go', 'away', 'instead']",0
"['hick', 'mean']",0
"['gettn', 'ready', 'take', 'trip', 'jersey', 'dad', 'good', 'need', 'new', 'heartwhoeva', 'see', 'please', 'say', 'prayer', 'dad']",0
"['back', 'soon', 'need', 'run', 'shop', 'cut', 'grass']",1
"['im', 'plan', 'transform', 'bedroom', 'today', 'random']",1
"['home', 'tomorrow', 'running', 'spin', 'time', 'chiropractor', 'laundry', 'shopping', 'visit', 'family', 'miss', 'nathan']",0
"['thats', 'another', 'sponsor']",1
"['u', 'go', 'stick', 'office', 'without', 'window']",0
"['sad', 'make', 'proud']",0
"['sorry', 'well', 'try', 'keep']",0
"['home', 'alone', 'hw']",1
"['accord', 'quarter', 'family', 'six', 'live', 'poverty']",0
"['plan', 'spend', 'money', 'go', 'well']",0
"['upload', 'bamboozle', 'picture', 'facebook']",1
"['congratulation', 'guy', 'finish', 'month', 'early', 'booo']",2
"['actually', 'wish', 'back', 'tahoe', 'miss']",0
"['woke', 'upi', 'wan', 'na', 'stay', 'bed']",1
"['bday', 'june', 'wack', 'ihavent', 'see', 'promotion', 'bday', 'party', 'someone', 'well', 'finagle', 'asap']",0
"['would', 'great', 'vip', 'act', 'id', 'enjoy', 'see', 'noooo']",1
"['mari', 'wish', 'could', 'make', 'hate', 'commute', 'sometimes']",1
"['workin', 'long', 'day', 'today', 'hopefully', 'make', 'good', 'tip']",2
"['go', 'quick', 'wasnt', 'chance', 'lol']",0
"['hate', 'headache', 'maybe', 'im', 'ready', 'rock']",0
"['thanks', 'support']",2
"['really', 'android', 'twitter', 'app', 'tweeties', 'calibre']",1
"['good', 'day', 'drive', 'mountain', 'visit', 'katie', 'eating', 'chip', 'fudge', 'stock', 'lovely', 'smell', 'soap']",2
"['nyappy', 'mother', 'day', 'mom']",2
"['yeah', 'im', 'gon', 'na', 'take', 'ur', 'picture', 'ipod', 'baby']",1
"['traumatize', 'moment', 'childhood', 'dog', 'massacre', 'baby', 'bunny', 'brother', 'get', 'bb', 'gun']",0
"['lol', 'herewish', 'way', 'microsize', 'everythinglol']",1
"['organization', 'itil', 'forget', 'people', 'fail', 'preach', 'convert', 'people']",0
"['libertine', 'um', 'glad', 'enjoy']",2
"['dinner', 'evening', 'play', 'card', 'already', 'pack', 'ready', 'head', 'home', 'tomorrow', 'go', 'home']",1
"['im', 'allergic', 'cat', 'tonsil', 'get', 'swell', 'hurt', 'dooo']",0
"['say', 'feel', 'mama', 'tuck', 'night', 'lonely', 'get', 'tomorrow', 'tough']",0
"['miss', 'alot', 'one', 'day']",0
"['sound', 'like', 'great', 'night', 'im', 'glad', 'successful']",2
"['thanks', 'share']",2
"['say', 'mlia', 'instead', 'fml', 'hope', 'find', 'soon']",2
"['garden', 'go', 'well', 'almost', 'corn', 'pea', 'onion', 'beets', 'yet', 'though']",2
"['nah', 'jkin', 'hot', 'bore']",1
"['ahhh', 'im', 'sqeaky', 'clean', 'fresh', 'even', 'though', 'im', 'wear', 'dirty', 'clothes', 'love', 'two', 'half', 'men', 'amazing']",2
"['yes', 'read', 'many', 'time']",1
"['cuz', 'play', 'grow', 'twitter']",1
"['live', 'ignorance']",0
"['nope', 'tell', 'want', 'cameo', 'cream']",1
"['awwww', 'gon', 'na', 'miss']",0
"['quite', 'like', 'worth', 'relax', 'place', 'nice', 'coffee', 'shop', 'fresh', 'air', 'many', 'oiks']",2
"['terrible', 'haha', 'new', 'fact', 'couldnt', 'cost', 'hi', 'part', 'kind', 'spock']",1
"['today', 'lovely', 'day', 'fun', 'evening']",2
"['betos', 'pizzeria', 'banksville', 'rd', 'believe', 'beachview', 'area', 'sorry', 'answer', 'like', 'year', 'later']",0
"['sigh', 'sister', 'bein', 'strange', 'come', 'way', 'copenhagen', 'london', 'phone', 'turn', 'wan', 'na', 'see', 'dammit']",0
['amaze'],2
"['barb', 'try', 'figure', 'dsl', 'aint', 'connect', 'need', 'google', 'go', 'home', 'computer', 'dont', 'start', 'work', 'soon', 'smh']",1
"['im', 'sick', 'sad', 'miss', 'martini', 'lounge', 'tonight']",0
"['seem', 'really', 'quiet', 'tonightam', 'jealous', 'clearly', 'exciting', 'life', 'bed', 'think']",1
"['really', 'wish', 'spare', 'cash', 'buy', 'new', 'punch', 'wii']",0
"['aw', 'go', 'toronto', 'anymore']",0
"['sorry', 'hear', 'mom', 'really', 'suck']",0
"['feel', 'hope', 'smooth', 'flight', 'safe', 'mucho', 'amor', 'boston']",2
"['cant', 'sleepso', 'im', 'watch', 'hgtv', 'im', 'afraid', 'infomercial', 'take']",0
"['im', 'get', 'family', 'ready', 'kaylees', 'graduation', 'gon', 'na', 'make', 'sad']",0
"['sweet', 'dream']",2
"['hay', 'wats', 'ur', 'aim', 'chat']",1
"['okay', 'kool', 'might', 'tour', 'summer', 'long', 'make', 'happen']",1
"['pain', 'big', 'toe', 'get', 'stomp', 'hokey', 'cokeu', 'throb', 'anyone', 'suggestion', 'heal']",0
"['time', 'watch', 'op', 'dead', 'like', 'sleep']",1
"['dinner', 'grandma', 'since', 'couldnt', 'mum']",1
"['haha', 'thanks', 'history', 'invention', 'television', 'influence', 'america', 'lol']",2
"['yea', 'wassup']",1
"['stupid', 'job', 'idk']",0
"['shop', 'til', 'droppedcome', 'bac', 'sunshine', 'miss']",0
"['like', 'pic', 'lucky', 'girl']",2
"['thank', 'ive', 'anxiety', 'issue', 'year', 'think', 'make', 'first', 'couple', 'day', 'fine']",1
"['around', 'hour', 'leave', 'day', 'weekend', 'waaaay', 'much', 'work']",1
"['feel', 'love', 'mom', 'get', 'nikon', 'cool', 'pix', 'birthday']",2
"['attempt', 'somehow', 'extend', 'inner', 'class', 'would', 'close', 'closure', 'cant', 'find', 'ref', 'atm']",1
"['yes', 'join', 'u', 'require', 'cupcake', 'donation']",1
"['hard', 'time', 'talk', 'new', 'people', 'pretty', 'sure', 'didnt', 'make', 'good', 'impression']",0
"['rc', 'haha', 'yup', 'still', 'terrible', 'headache', 'super', 'swollen', 'puffy', 'eye', 'dont', 'think', 'im', 'go', 'todayugh']",0
"['cant', 'access', 'site']",1
"['sun', 'shinningat', 'last']",2
"['slow', 'train', 'ever', 'stop', 'everywhere', 'miss', 'quick', 'train', 'minute']",0
"['nup', 'cd', 'either', 'whole', 'bunch', 'zero', 'one', 'free']",1
"['graduation', 'day', 'feel', 'like', 'failure']",1
"['ops', 'lol', 'wasnt', 'suppose', 'get', 'twitter']",1
"['dont', 'think', 'ive', 'ever', 'tierd', 'lifeughgoodnightso', 'sleeping', 'tomorrow']",0
"['go', 'today', 'girl']",1
"['doesnt', 'want', 'anymore']",0
"['bad', 'hair', 'day']",0
['headache'],0
"['sorry', 'guy', 'didnt', 'sign', 'sorry', 'every']",0
"['okayokay', 'like', 'rest', 'sane', 'population', 'world', 'hate', 'monday']",1
"['mozart', 'requiem']",1
"['think', 'bit', 'love', 'hi', 'creation', 'wit', 'physically', 'attract', 'although', 'great', 'style']",1
"['amichael', 'hey', 'thanks', 'another', 'great', 'day', 'im', 'go', 'sleep', 'ill', 'chat', 'tomorrow', 'sweet', 'dream']",2
"['bet', 'cool', 'sr', 'huh', 'havent', 'stop', 'sweat', 'since', 'noon', 'dad', 'pack']",0
"['ohshnapsss', 'piss', 'blair', 'usual', 'hahah', 'yeeeah', 'bake', 'cooky']",1
"['bueno', 'hollykins', 'need', 'feel', 'well', 'asap', 'p', 'miss', 'uni', 'soon', 'arent', 'soproudofyou']",1
"['cool', 'mother', 'awesome', 'hair', 'style', 'wish', 'happy', 'mother', 'day']",2
"['happy', 'mother', 'day', 'mother']",2
"['expression', 'watch']",1
"['stupid', 'bipolar', 'weather', 'ruin', 'day']",0
"['didnt', 'want', 'tell', 'think', 'body', 'odour']",0
"['nice', 'beta', 'easports', 'still', 'news', 'online', 'madden']",1
"['thats', 'pretty', 'bad', 'quality', 'probably', 'bad', 'pic', 'post', 'till', 'date']",0
"['miss', 'call']",0
"['unfortunately', 'u', 'look', 'like', 'funny', 'people', 'twitter', 'move', 'fb', 'start', 'ownflitter']",0
"['come', 'back', 'karaoke', 'eat', 'dinner', 'emily', 'sooooo', 'much', 'fun']",2
"['discrimination', 'bad', 'thing', 'ive', 'learn', 'say', 'child', 'would', 'say', 'master', 'year', 'ago']",2
"['sure', 'talkthe', 'fabulous', 'part', 'though', 'sorry', 'dear']",1
"['see', 'sec', 'clip', 'new', 'moon', 'trailer', 'etonlinecom', 'check', 'big', 'tease', 'though']",0
"['get', 'back', 'work', 'im', 'feeling', 'pretty', 'good', 'work']",2
"['ahhh', 'satz', 'blend', 'didnt', 'save']",1
"['matter', 'bet', 'would', 'great', 'love', 'right', 'go']",2
"['dh', 'finish', 'make', 'hi', 'giant', 'trio', 'candy', 'bar', 'thank', 'heaven', 'hi', 'work', 'mate', 'treat', 'tomorrow']",2
"['ear', 'pop']",1
"['work', 'diffuse', 'irritation', 'traffic', 'sure', 'isnt', 'help', 'mother', 'always', 'real', 'bad', 'day', 'th', 'help', 'plan', 'stuff']",0
"['submit', 'resume', 'day', 'saw', 'answer', 'back', 'oh', 'well']",0
"['catch', 'week', 'lose', 'grey', 'house', 'quiet']",1
"['love', 'ryans', 'housewife', 'make', 'smile']",2
"['soooim', 'kinda', 'sick', 'tire', 'b', 'guy', 'dish']",0
"['boo', 'hop', 'fake', 'alien', 'story', 'tinfoil', 'cover', 'beachball', 'photo']",0
"['hey', 'phillll', 'wazzuppppp']",1
"['miss', 'westcott', 'micro', 'apollo']",0
"['great', 'buy', 'lunch', 'get', 'pay', 'cut', 'next', 'month']",2
"['finally', 'go', 'beach', 'yeaaaah']",2
"['ranjan', 'ever', 'mention', 'nice', 'awesome', 'dude']",2
"['last', 'weekday', 'nothing', 'school', 'start', 'next', 'week']",1
"['hello', 'gorgeous', 'girl', 'nice', 'new', 'pic', 'today']",2
"['ok', 'duet', 'hysterical', 'lol']",2
"['ok', 'turn', 'twitter', 'device', 'update', 'get', 'new', 'battery', 'phone', 'go', 'fully', 'charge', 'dead', 'hour']",1
"['michelle', 'hot', 'mama', 'chichi', 'grand']",1
"['either', 'way', 'always', 'tend', 'make', 'followfriday', 'list', 'sweetie', 'rock', 'much']",2
"['one', 'know', 'like', 'boil', 'peanut']",1
"['watch', 'th', 'episode', 'numbrs', 'love', 'throwback', 'first', 'episode', 'use', 'sprinkler', 'theory']",2
"['im', 'sleepy', 'feel', 'weather', 'ugh', 'tonsil', 'need', 'company', 'somebody', 'talk']",0
"['please', 'get', 'cell', 'phone', 'good', 'camera', 'picture', 'real', 'bad', 'quality', 'compare', 'miley', 'take']",1
"['ichigo', 'try', 'carry', 'aswell', 'bless', 'suppose', 'maybe', 'thats', 'kid', 'shouldnt']",2
"['boozy', 'weekend', 'long', 'time', 'good', 'fun', 'though']",2
"['count', 'hour', 'lose', 'sunshine', 'weekend']",0
"['planning', 'try', 'call', 'doctor', 'though', 'isnt', 'go', 'well', 'mostly', 'plan']",0
"['hoooray', 'im', 'hook', 'already']",1
"['ok', 'good', 'day']",2
"['agree', 'everybody', 'wouldve', 'excite', 'go', 'ohhhh', 'nooooo', 'screw']",1
"['edge', 'leave', 'contributor', 'list', 'month', 'issue', 'ffs', 'werd']",1
"['ooo', 'growl', 'yummy', 'time', 'come', 'soon', 'huh', 'oh', 'yeah', 'hunt', 'combo', 'tshirt', 'think', 'find', 'one']",1
"['im', 'back', 'zindex', 'problemagain']",0
"['anyone', 'bored', 'work']",0
"['hat', 'life', 'moment', 'theres', 'many', 'delicate', 'little', 'mind', 'take']",0
"['wwwmyspacecomfashionisthenextcity', 'check', 'start', 'new', 'tee', 'limited', 'edition', 'different', 'way', 'check', 'facebook', 'group']",1
"['husband', 'girl']",1
"['thinking', 'vega', 'good', 'idea', 'place', 'see']",1
"['first', 'day', 'summer', 'suck', 'overcast', 'cold', 'isnt', 'summer']",0
"['hi', 'one', 'kiwi', 'artist', 'another', 'kiwi', 'artist']",1
"['say', 'happy', 'mother', 'day', 'mom']",2
"['oooo', 'ok', 'havent', 'accept', 'friend', 'request']",1
"['sorry', 'tweet', 'bgt', 'poor', 'wonderful', 'crazy', 'weird', 'greg', 'fair', 'silly', 'little', 'girl', 'never', 'go', 'cope', 'urgh', 'fair']",0
[],1
"['michele', 'thanks', 'thatam', 'follow', 'themlove', 'good', 'cause']",2
"['available', 'area', 'would']",0
"['friday', 'hour', 'im', 'freeuntil', 'tomorrow', 'oh', 'well']",1
"['meeting', 'time', 'iã¯â¿â½m', 'try', 'win', 'something', 'prize', 'friday']",1
"['wait', 'cramp']",0
"['philosophy', 'final', 'today', 'thank', 'day']",2
"['plan', 'didnt', 'go', 'followed', 'ok']",1
"['let', 'guess', 'skipped', 'sport', 'buy', 'new', 'pinkish', 'outfit']",1
"['rain', 'please', 'come']",1
['pleasure'],1
"['st', 'presentation', 'senior', 'board', 'fml']",0
"['lol', 'know', 'funny', 'ahaha']",2
"['wide', 'awake', 'grouchy']",0
"['thought', 'thing', 'couldnt', 'get', 'bad', 'get', 'even', 'bad', 'tonight', 'bet', 'life', 'misery']",0
"['dont', 'app']",1
"['lol', 'hi', 'emmy', 'latin', 'would', 'help', 'study', 'aptitude', 'test', 'get', 'grad', 'school', 'thats', 'wan', 'na', 'take']",2
"['supper', 'tonight', 'kurumi', 'minute']",1
"['kap', 'think', 'cute', 'every', 'night', 'okay']",2
"['happyskool', 'let', 'today', 'last', 'day', 'yippee', 'rip', 'jackson', 'tyler', 'morris', 'always', 'love', 'never', 'forget']",2
"['hi', 'mariah']",1
"['im', 'home', 'cat', 'right']",1
"['wheres', 'music', 'mannnn', 'inbox', 'still', 'empty']",0
"['atm', 'oh', 'yeah', 'apple', 'juice', 'im', 'rebel']",0
"['im', 'sorry', 'still', 'sick', 'know', 'know', 'guess', 'pelzer', 'present']",0
"['nice', 'one']",2
"['exam', 'today', 'go', 'get', 'license', 'renew', 'birthday', 'get', 'closer']",1
"['get', 'ta', 'get', 'creative', 'mother', 'day', 'gift', 'im', 'gon', 'na', 'win', 'love']",2
"['think', 'gon', 'na', 'rain']",1
"['aah', 'well', 'friend', 'wonder', 'great', 'weather', 'good']",2
"['yrbook', 'sign', 'evryone', 'fun', 'im', 'gna', 'miss', 'evrything']",1
"['lose', 'artistic', 'ability']",0
"['close', 'enough', 'could', 'run', 'get', 'one']",1
"['stone', 'cold', 'crazy']",0
"['totally', 'austin', 'power', 'withdrawl', 'symptons', 'darrius', 'withdrawl', 'symptom', 'mommy', 'minne', 'withdrawl', 'syamptoms']",1
"['xo', 'pretty', 'take', 'like', 'hour', 'ursssss']",2
"['senior', 'last', 'day']",1
"['crisis', 'forget', 'fringe', 'comb', 'im', 'menno', 'one', 'help']",0
"['already', 'get', 'ticket', 'thanks', 'make', 'sure', 'though']",2
"['thanks', 'new', 'follower']",2
